,period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
1042,2022-05-31,NY,New York,D,Demand,Eastern,Eastern,513029,megawatthours
1043,2022-05-30,NY,New York,D,Demand,Eastern,Eastern,407158,megawatthours
1044,2022-05-29,NY,New York,D,Demand,Eastern,Eastern,354089,megawatthours
1045,2022-05-28,NY,New York,D,Demand,Eastern,Eastern,370143,megawatthours
1046,2022-05-27,NY,New York,D,Demand,Eastern,Eastern,405941,megawatthours
1047,2022-05-26,NY,New York,D,Demand,Eastern,Eastern,376922,megawatthours
1048,2022-05-25,NY,New York,D,Demand,Eastern,Eastern,366308,megawatthours
1049,2022-05-24,NY,New York,D,Demand,Eastern,Eastern,368690,megawatthours
1050,2022-05-23,NY,New York,D,Demand,Eastern,Eastern,387040,megawatthours
1051,2022-05-22,NY,New York,D,Demand,Eastern,Eastern,426749,megawatthours
1052,2022-05-21,NY,New York,D,Demand,Eastern,Eastern,408354,megawatthours
1053,2022-05-20,NY,New York,D,Demand,Eastern,Eastern,369533,megawatthours
1054,2022-05-19,NY,New York,D,Demand,Eastern,Eastern,366395,megawatthours
1055,2022-05-18,NY,New York,D,Demand,Eastern,Eastern,354919,megawatthours
1056,2022-05-17,NY,New York,D,Demand,Eastern,Eastern,365360,megawatthours
1057,2022-05-16,NY,New York,D,Demand,Eastern,Eastern,391582,megawatthours
1058,2022-05-15,NY,New York,D,Demand,Eastern,Eastern,363172,megawatthours
1059,2022-05-14,NY,New York,D,Demand,Eastern,Eastern,368342,megawatthours
1060,2022-05-13,NY,New York,D,Demand,Eastern,Eastern,383995,megawatthours
1061,2022-05-12,NY,New York,D,Demand,Eastern,Eastern,367219,megawatthours
1062,2022-05-11,NY,New York,D,Demand,Eastern,Eastern,352804,megawatthours
1063,2022-05-10,NY,New York,D,Demand,Eastern,Eastern,345909,megawatthours
1064,2022-05-09,NY,New York,D,Demand,Eastern,Eastern,344868,megawatthours
1065,2022-05-08,NY,New York,D,Demand,Eastern,Eastern,320761,megawatthours
1066,2022-05-07,NY,New York,D,Demand,Eastern,Eastern,337622,megawatthours
1067,2022-05-06,NY,New York,D,Demand,Eastern,Eastern,357753,megawatthours
1068,2022-05-05,NY,New York,D,Demand,Eastern,Eastern,349202,megawatthours
1069,2022-05-04,NY,New York,D,Demand,Eastern,Eastern,365483,megawatthours
1070,2022-05-03,NY,New York,D,Demand,Eastern,Eastern,355332,megawatthours
1071,2022-05-02,NY,New York,D,Demand,Eastern,Eastern,364459,megawatthours
1072,2022-05-01,NY,New York,D,Demand,Eastern,Eastern,318743,megawatthours
1073,2022-04-30,NY,New York,D,Demand,Eastern,Eastern,324495,megawatthours
1074,2022-04-29,NY,New York,D,Demand,Eastern,Eastern,354137,megawatthours
1075,2022-04-28,NY,New York,D,Demand,Eastern,Eastern,363575,megawatthours
1076,2022-04-27,NY,New York,D,Demand,Eastern,Eastern,366888,megawatthours
1077,2022-04-26,NY,New York,D,Demand,Eastern,Eastern,367151,megawatthours
1078,2022-04-25,NY,New York,D,Demand,Eastern,Eastern,354332,megawatthours
1079,2022-04-24,NY,New York,D,Demand,Eastern,Eastern,317182,megawatthours
1080,2022-04-23,NY,New York,D,Demand,Eastern,Eastern,331229,megawatthours
1081,2022-04-22,NY,New York,D,Demand,Eastern,Eastern,349912,megawatthours
1082,2022-04-21,NY,New York,D,Demand,Eastern,Eastern,371922,megawatthours
1083,2022-04-20,NY,New York,D,Demand,Eastern,Eastern,364751,megawatthours
1084,2022-04-19,NY,New York,D,Demand,Eastern,Eastern,383257,megawatthours
1085,2022-04-18,NY,New York,D,Demand,Eastern,Eastern,371403,megawatthours
1086,2022-04-17,NY,New York,D,Demand,Eastern,Eastern,329959,megawatthours
1087,2022-04-16,NY,New York,D,Demand,Eastern,Eastern,337822,megawatthours
1088,2022-04-15,NY,New York,D,Demand,Eastern,Eastern,342061,megawatthours
1089,2022-04-14,NY,New York,D,Demand,Eastern,Eastern,363493,megawatthours
1090,2022-04-13,NY,New York,D,Demand,Eastern,Eastern,359734,megawatthours
1091,2022-04-12,NY,New York,D,Demand,Eastern,Eastern,356978,megawatthours
1092,2022-04-11,NY,New York,D,Demand,Eastern,Eastern,366013,megawatthours
1093,2022-04-10,NY,New York,D,Demand,Eastern,Eastern,354325,megawatthours
1094,2022-04-09,NY,New York,D,Demand,Eastern,Eastern,346982,megawatthours
1095,2022-04-08,NY,New York,D,Demand,Eastern,Eastern,366369,megawatthours
1096,2022-04-07,NY,New York,D,Demand,Eastern,Eastern,391376,megawatthours
1097,2022-04-06,NY,New York,D,Demand,Eastern,Eastern,379429,megawatthours
1098,2022-04-05,NY,New York,D,Demand,Eastern,Eastern,373680,megawatthours
1099,2022-04-04,NY,New York,D,Demand,Eastern,Eastern,380454,megawatthours
1100,2022-04-03,NY,New York,D,Demand,Eastern,Eastern,366445,megawatthours
1101,2022-04-02,NY,New York,D,Demand,Eastern,Eastern,352549,megawatthours
1102,2022-04-01,NY,New York,D,Demand,Eastern,Eastern,381021,megawatthours
1103,2022-03-31,NY,New York,D,Demand,Eastern,Eastern,387855,megawatthours
1104,2022-03-30,NY,New York,D,Demand,Eastern,Eastern,415453,megawatthours
1105,2022-03-29,NY,New York,D,Demand,Eastern,Eastern,422667,megawatthours
1106,2022-03-28,NY,New York,D,Demand,Eastern,Eastern,432280,megawatthours
1107,2022-03-27,NY,New York,D,Demand,Eastern,Eastern,370833,megawatthours
1108,2022-03-26,NY,New York,D,Demand,Eastern,Eastern,355638,megawatthours
1109,2022-03-25,NY,New York,D,Demand,Eastern,Eastern,376651,megawatthours
1110,2022-03-24,NY,New York,D,Demand,Eastern,Eastern,390837,megawatthours
1111,2022-03-23,NY,New York,D,Demand,Eastern,Eastern,390981,megawatthours
1112,2022-03-22,NY,New York,D,Demand,Eastern,Eastern,369472,megawatthours
1113,2022-03-21,NY,New York,D,Demand,Eastern,Eastern,365711,megawatthours
1114,2022-03-20,NY,New York,D,Demand,Eastern,Eastern,345386,megawatthours
1115,2022-03-19,NY,New York,D,Demand,Eastern,Eastern,340963,megawatthours
1116,2022-03-18,NY,New York,D,Demand,Eastern,Eastern,359371,megawatthours
1117,2022-03-17,NY,New York,D,Demand,Eastern,Eastern,376855,megawatthours
1118,2022-03-16,NY,New York,D,Demand,Eastern,Eastern,368983,megawatthours
1119,2022-03-15,NY,New York,D,Demand,Eastern,Eastern,383112,megawatthours
1120,2022-03-14,NY,New York,D,Demand,Eastern,Eastern,399280,megawatthours
1121,2022-03-13,NY,New York,D,Demand,Eastern,Eastern,391820,megawatthours
1122,2022-03-12,NY,New York,D,Demand,Eastern,Eastern,407073,megawatthours
1123,2022-03-11,NY,New York,D,Demand,Eastern,Eastern,391633,megawatthours
1124,2022-03-10,NY,New York,D,Demand,Eastern,Eastern,403381,megawatthours
1125,2022-03-09,NY,New York,D,Demand,Eastern,Eastern,423633,megawatthours
1126,2022-03-08,NY,New York,D,Demand,Eastern,Eastern,392419,megawatthours
1127,2022-03-07,NY,New York,D,Demand,Eastern,Eastern,390578,megawatthours
1128,2022-03-06,NY,New York,D,Demand,Eastern,Eastern,360191,megawatthours
1129,2022-03-05,NY,New York,D,Demand,Eastern,Eastern,396104,megawatthours
1130,2022-03-04,NY,New York,D,Demand,Eastern,Eastern,430519,megawatthours
1131,2022-03-03,NY,New York,D,Demand,Eastern,Eastern,416973,megawatthours
1132,2022-03-02,NY,New York,D,Demand,Eastern,Eastern,406531,megawatthours
1133,2022-03-01,NY,New York,D,Demand,Eastern,Eastern,432395,megawatthours
1134,2022-02-28,NY,New York,D,Demand,Eastern,Eastern,434624,megawatthours
1135,2022-02-27,NY,New York,D,Demand,Eastern,Eastern,401051,megawatthours
1136,2022-02-26,NY,New York,D,Demand,Eastern,Eastern,418335,megawatthours
1137,2022-02-25,NY,New York,D,Demand,Eastern,Eastern,446363,megawatthours
1138,2022-02-24,NY,New York,D,Demand,Eastern,Eastern,434053,megawatthours
1139,2022-02-23,NY,New York,D,Demand,Eastern,Eastern,398469,megawatthours
1140,2022-02-22,NY,New York,D,Demand,Eastern,Eastern,408506,megawatthours
1141,2022-02-21,NY,New York,D,Demand,Eastern,Eastern,394780,megawatthours
1142,2022-02-20,NY,New York,D,Demand,Eastern,Eastern,415199,megawatthours
1143,2022-02-19,NY,New York,D,Demand,Eastern,Eastern,427191,megawatthours
1144,2022-02-18,NY,New York,D,Demand,Eastern,Eastern,414991,megawatthours
1145,2022-02-17,NY,New York,D,Demand,Eastern,Eastern,409066,megawatthours
1146,2022-02-16,NY,New York,D,Demand,Eastern,Eastern,443515,megawatthours
1147,2022-02-15,NY,New York,D,Demand,Eastern,Eastern,472536,megawatthours
1148,2022-02-14,NY,New York,D,Demand,Eastern,Eastern,470508,megawatthours
1149,2022-02-13,NY,New York,D,Demand,Eastern,Eastern,418603,megawatthours
1150,2022-02-12,NY,New York,D,Demand,Eastern,Eastern,383488,megawatthours
1151,2022-02-11,NY,New York,D,Demand,Eastern,Eastern,405937,megawatthours
1152,2022-02-10,NY,New York,D,Demand,Eastern,Eastern,418997,megawatthours
1153,2022-02-09,NY,New York,D,Demand,Eastern,Eastern,427932,megawatthours
1154,2022-02-08,NY,New York,D,Demand,Eastern,Eastern,436570,megawatthours
1155,2022-02-07,NY,New York,D,Demand,Eastern,Eastern,451630,megawatthours
1156,2022-02-06,NY,New York,D,Demand,Eastern,Eastern,446185,megawatthours
1157,2022-02-05,NY,New York,D,Demand,Eastern,Eastern,448858,megawatthours
1158,2022-02-04,NY,New York,D,Demand,Eastern,Eastern,450497,megawatthours
1159,2022-02-03,NY,New York,D,Demand,Eastern,Eastern,435333,megawatthours
1160,2022-02-02,NY,New York,D,Demand,Eastern,Eastern,435492,megawatthours
1161,2022-02-01,NY,New York,D,Demand,Eastern,Eastern,458322,megawatthours
1162,2022-01-31,NY,New York,D,Demand,Eastern,Eastern,472752,megawatthours
1163,2022-01-30,NY,New York,D,Demand,Eastern,Eastern,464368,megawatthours
1164,2022-01-29,NY,New York,D,Demand,Eastern,Eastern,472203,megawatthours
1165,2022-01-28,NY,New York,D,Demand,Eastern,Eastern,463408,megawatthours
1166,2022-01-27,NY,New York,D,Demand,Eastern,Eastern,477551,megawatthours
1167,2022-01-26,NY,New York,D,Demand,Eastern,Eastern,470414,megawatthours
1168,2022-01-25,NY,New York,D,Demand,Eastern,Eastern,450540,megawatthours
1169,2022-01-24,NY,New York,D,Demand,Eastern,Eastern,459578,megawatthours
1170,2022-01-23,NY,New York,D,Demand,Eastern,Eastern,438048,megawatthours
1171,2022-01-22,NY,New York,D,Demand,Eastern,Eastern,463056,megawatthours
1172,2022-01-21,NY,New York,D,Demand,Eastern,Eastern,483931,megawatthours
1173,2022-01-20,NY,New York,D,Demand,Eastern,Eastern,451197,megawatthours
1174,2022-01-19,NY,New York,D,Demand,Eastern,Eastern,446006,megawatthours
1175,2022-01-18,NY,New York,D,Demand,Eastern,Eastern,455428,megawatthours
1176,2022-01-17,NY,New York,D,Demand,Eastern,Eastern,446764,megawatthours
1177,2022-01-16,NY,New York,D,Demand,Eastern,Eastern,461701,megawatthours
1178,2022-01-15,NY,New York,D,Demand,Eastern,Eastern,472953,megawatthours
1179,2022-01-14,NY,New York,D,Demand,Eastern,Eastern,440947,megawatthours
1180,2022-01-13,NY,New York,D,Demand,Eastern,Eastern,432684,megawatthours
1181,2022-01-12,NY,New York,D,Demand,Eastern,Eastern,465751,megawatthours
1182,2022-01-11,NY,New York,D,Demand,Eastern,Eastern,486958,megawatthours
1183,2022-01-10,NY,New York,D,Demand,Eastern,Eastern,455889,megawatthours
1184,2022-01-09,NY,New York,D,Demand,Eastern,Eastern,422709,megawatthours
1185,2022-01-08,NY,New York,D,Demand,Eastern,Eastern,439824,megawatthours
1186,2022-01-07,NY,New York,D,Demand,Eastern,Eastern,452261,megawatthours
1187,2022-01-06,NY,New York,D,Demand,Eastern,Eastern,435247,megawatthours
1188,2022-01-05,NY,New York,D,Demand,Eastern,Eastern,438027,megawatthours
1189,2022-01-04,NY,New York,D,Demand,Eastern,Eastern,453310,megawatthours
1190,2022-01-03,NY,New York,D,Demand,Eastern,Eastern,448996,megawatthours
1191,2022-01-02,NY,New York,D,Demand,Eastern,Eastern,382944,megawatthours
1192,2022-01-01,NY,New York,D,Demand,Eastern,Eastern,364945,megawatthours
1193,2021-12-31,NY,New York,D,Demand,Eastern,Eastern,380279,megawatthours
1194,2021-12-30,NY,New York,D,Demand,Eastern,Eastern,401376,megawatthours
1195,2021-12-29,NY,New York,D,Demand,Eastern,Eastern,411729,megawatthours
1196,2021-12-28,NY,New York,D,Demand,Eastern,Eastern,411471,megawatthours
1197,2021-12-27,NY,New York,D,Demand,Eastern,Eastern,424491,megawatthours
1198,2021-12-26,NY,New York,D,Demand,Eastern,Eastern,377826,megawatthours
1199,2021-12-25,NY,New York,D,Demand,Eastern,Eastern,381031,megawatthours
1200,2021-12-24,NY,New York,D,Demand,Eastern,Eastern,412041,megawatthours
1201,2021-12-23,NY,New York,D,Demand,Eastern,Eastern,434566,megawatthours
1202,2021-12-22,NY,New York,D,Demand,Eastern,Eastern,427415,megawatthours
1203,2021-12-21,NY,New York,D,Demand,Eastern,Eastern,427748,megawatthours
1204,2021-12-20,NY,New York,D,Demand,Eastern,Eastern,438651,megawatthours
1205,2021-12-19,NY,New York,D,Demand,Eastern,Eastern,402296,megawatthours
1206,2021-12-18,NY,New York,D,Demand,Eastern,Eastern,395970,megawatthours
1207,2021-12-17,NY,New York,D,Demand,Eastern,Eastern,387297,megawatthours
1208,2021-12-16,NY,New York,D,Demand,Eastern,Eastern,393911,megawatthours
1209,2021-12-15,NY,New York,D,Demand,Eastern,Eastern,417533,megawatthours
1210,2021-12-14,NY,New York,D,Demand,Eastern,Eastern,406508,megawatthours
1211,2021-12-13,NY,New York,D,Demand,Eastern,Eastern,407557,megawatthours
1212,2021-12-12,NY,New York,D,Demand,Eastern,Eastern,374538,megawatthours
1213,2021-12-11,NY,New York,D,Demand,Eastern,Eastern,385857,megawatthours
1214,2021-12-10,NY,New York,D,Demand,Eastern,Eastern,421014,megawatthours
1215,2021-12-09,NY,New York,D,Demand,Eastern,Eastern,439318,megawatthours
1216,2021-12-08,NY,New York,D,Demand,Eastern,Eastern,436185,megawatthours
1217,2021-12-07,NY,New York,D,Demand,Eastern,Eastern,424133,megawatthours
1218,2021-12-06,NY,New York,D,Demand,Eastern,Eastern,409530,megawatthours
1219,2021-12-05,NY,New York,D,Demand,Eastern,Eastern,386815,megawatthours
1220,2021-12-04,NY,New York,D,Demand,Eastern,Eastern,393324,megawatthours
1221,2021-12-03,NY,New York,D,Demand,Eastern,Eastern,410901,megawatthours
1222,2021-12-02,NY,New York,D,Demand,Eastern,Eastern,409290,megawatthours
1223,2021-12-01,NY,New York,D,Demand,Eastern,Eastern,414962,megawatthours
1224,2021-11-30,NY,New York,D,Demand,Eastern,Eastern,432433,megawatthours
1225,2021-11-29,NY,New York,D,Demand,Eastern,Eastern,424413,megawatthours
1226,2021-11-28,NY,New York,D,Demand,Eastern,Eastern,397107,megawatthours
1227,2021-11-27,NY,New York,D,Demand,Eastern,Eastern,390358,megawatthours
1228,2021-11-26,NY,New York,D,Demand,Eastern,Eastern,383990,megawatthours
1229,2021-11-25,NY,New York,D,Demand,Eastern,Eastern,368786,megawatthours
1230,2021-11-24,NY,New York,D,Demand,Eastern,Eastern,411563,megawatthours
1231,2021-11-23,NY,New York,D,Demand,Eastern,Eastern,415459,megawatthours
1232,2021-11-22,NY,New York,D,Demand,Eastern,Eastern,400669,megawatthours
1233,2021-11-21,NY,New York,D,Demand,Eastern,Eastern,365167,megawatthours
1234,2021-11-20,NY,New York,D,Demand,Eastern,Eastern,377006,megawatthours
1235,2021-11-19,NY,New York,D,Demand,Eastern,Eastern,395872,megawatthours
1236,2021-11-18,NY,New York,D,Demand,Eastern,Eastern,386099,megawatthours
1237,2021-11-17,NY,New York,D,Demand,Eastern,Eastern,400827,megawatthours
1238,2021-11-16,NY,New York,D,Demand,Eastern,Eastern,401603,megawatthours
1239,2021-11-15,NY,New York,D,Demand,Eastern,Eastern,401029,megawatthours
1240,2021-11-14,NY,New York,D,Demand,Eastern,Eastern,364484,megawatthours
1241,2021-11-13,NY,New York,D,Demand,Eastern,Eastern,363727,megawatthours
1242,2021-11-12,NY,New York,D,Demand,Eastern,Eastern,380179,megawatthours
1243,2021-11-11,NY,New York,D,Demand,Eastern,Eastern,378296,megawatthours
1244,2021-11-10,NY,New York,D,Demand,Eastern,Eastern,371055,megawatthours
1245,2021-11-09,NY,New York,D,Demand,Eastern,Eastern,378210,megawatthours
1246,2021-11-08,NY,New York,D,Demand,Eastern,Eastern,378526,megawatthours
1247,2021-11-07,NY,New York,D,Demand,Eastern,Eastern,370979,megawatthours
1248,2021-11-06,NY,New York,D,Demand,Eastern,Eastern,362899,megawatthours
1249,2021-11-05,NY,New York,D,Demand,Eastern,Eastern,388933,megawatthours
1250,2021-11-04,NY,New York,D,Demand,Eastern,Eastern,392496,megawatthours
1251,2021-11-03,NY,New York,D,Demand,Eastern,Eastern,387462,megawatthours
1252,2021-11-02,NY,New York,D,Demand,Eastern,Eastern,381553,megawatthours
1253,2021-11-01,NY,New York,D,Demand,Eastern,Eastern,368267,megawatthours
1254,2021-10-31,NY,New York,D,Demand,Eastern,Eastern,341288,megawatthours
1255,2021-10-30,NY,New York,D,Demand,Eastern,Eastern,354960,megawatthours
1256,2021-10-29,NY,New York,D,Demand,Eastern,Eastern,373093,megawatthours
1257,2021-10-28,NY,New York,D,Demand,Eastern,Eastern,370213,megawatthours
1258,2021-10-27,NY,New York,D,Demand,Eastern,Eastern,372780,megawatthours
1259,2021-10-26,NY,New York,D,Demand,Eastern,Eastern,386916,megawatthours
1260,2021-10-25,NY,New York,D,Demand,Eastern,Eastern,382666,megawatthours
1261,2021-10-24,NY,New York,D,Demand,Eastern,Eastern,338150,megawatthours
1262,2021-10-23,NY,New York,D,Demand,Eastern,Eastern,343715,megawatthours
1263,2021-10-22,NY,New York,D,Demand,Eastern,Eastern,373467,megawatthours
1264,2021-10-21,NY,New York,D,Demand,Eastern,Eastern,379073,megawatthours
1265,2021-10-20,NY,New York,D,Demand,Eastern,Eastern,372814,megawatthours
1266,2021-10-19,NY,New York,D,Demand,Eastern,Eastern,366013,megawatthours
1267,2021-10-18,NY,New York,D,Demand,Eastern,Eastern,366490,megawatthours
1268,2021-10-17,NY,New York,D,Demand,Eastern,Eastern,338428,megawatthours
1269,2021-10-16,NY,New York,D,Demand,Eastern,Eastern,381062,megawatthours
1270,2021-10-15,NY,New York,D,Demand,Eastern,Eastern,407906,megawatthours
1271,2021-10-14,NY,New York,D,Demand,Eastern,Eastern,398505,megawatthours
1272,2021-10-13,NY,New York,D,Demand,Eastern,Eastern,392677,megawatthours
1273,2021-10-12,NY,New York,D,Demand,Eastern,Eastern,389922,megawatthours
1274,2021-10-11,NY,New York,D,Demand,Eastern,Eastern,380322,megawatthours
1275,2021-10-10,NY,New York,D,Demand,Eastern,Eastern,350618,megawatthours
1276,2021-10-09,NY,New York,D,Demand,Eastern,Eastern,356688,megawatthours
1277,2021-10-08,NY,New York,D,Demand,Eastern,Eastern,396250,megawatthours
1278,2021-10-07,NY,New York,D,Demand,Eastern,Eastern,392990,megawatthours
1279,2021-10-06,NY,New York,D,Demand,Eastern,Eastern,384145,megawatthours
1280,2021-10-05,NY,New York,D,Demand,Eastern,Eastern,385804,megawatthours
1281,2021-10-04,NY,New York,D,Demand,Eastern,Eastern,407602,megawatthours
1282,2021-10-03,NY,New York,D,Demand,Eastern,Eastern,363003,megawatthours
1283,2021-10-02,NY,New York,D,Demand,Eastern,Eastern,345926,megawatthours
1284,2021-10-01,NY,New York,D,Demand,Eastern,Eastern,360615,megawatthours
1285,2021-09-30,NY,New York,D,Demand,Eastern,Eastern,368584,megawatthours
1286,2021-09-29,NY,New York,D,Demand,Eastern,Eastern,371318,megawatthours
1287,2021-09-28,NY,New York,D,Demand,Eastern,Eastern,401475,megawatthours
1288,2021-09-27,NY,New York,D,Demand,Eastern,Eastern,395893,megawatthours
1289,2021-09-26,NY,New York,D,Demand,Eastern,Eastern,349913,megawatthours
1290,2021-09-25,NY,New York,D,Demand,Eastern,Eastern,361999,megawatthours
1291,2021-09-24,NY,New York,D,Demand,Eastern,Eastern,398403,megawatthours
1292,2021-09-23,NY,New York,D,Demand,Eastern,Eastern,472433,megawatthours
1293,2021-09-22,NY,New York,D,Demand,Eastern,Eastern,465200,megawatthours
1294,2021-09-21,NY,New York,D,Demand,Eastern,Eastern,420718,megawatthours
1295,2021-09-20,NY,New York,D,Demand,Eastern,Eastern,414650,megawatthours
1296,2021-09-19,NY,New York,D,Demand,Eastern,Eastern,389462,megawatthours
1297,2021-09-18,NY,New York,D,Demand,Eastern,Eastern,442843,megawatthours
1298,2021-09-17,NY,New York,D,Demand,Eastern,Eastern,457534,megawatthours
1299,2021-09-16,NY,New York,D,Demand,Eastern,Eastern,455728,megawatthours
1300,2021-09-15,NY,New York,D,Demand,Eastern,Eastern,498502,megawatthours
1301,2021-09-14,NY,New York,D,Demand,Eastern,Eastern,466466,megawatthours
1302,2021-09-13,NY,New York,D,Demand,Eastern,Eastern,476225,megawatthours
1303,2021-09-12,NY,New York,D,Demand,Eastern,Eastern,414037,megawatthours
1304,2021-09-11,NY,New York,D,Demand,Eastern,Eastern,379406,megawatthours
1305,2021-09-10,NY,New York,D,Demand,Eastern,Eastern,405248,megawatthours
1306,2021-09-09,NY,New York,D,Demand,Eastern,Eastern,447704,megawatthours
1307,2021-09-08,NY,New York,D,Demand,Eastern,Eastern,469124,megawatthours
1308,2021-09-07,NY,New York,D,Demand,Eastern,Eastern,431277,megawatthours
1309,2021-09-06,NY,New York,D,Demand,Eastern,Eastern,411241,megawatthours
1310,2021-09-05,NY,New York,D,Demand,Eastern,Eastern,390216,megawatthours
1311,2021-09-04,NY,New York,D,Demand,Eastern,Eastern,381463,megawatthours
1312,2021-09-03,NY,New York,D,Demand,Eastern,Eastern,394874,megawatthours
1313,2021-09-02,NY,New York,D,Demand,Eastern,Eastern,404896,megawatthours
1314,2021-09-01,NY,New York,D,Demand,Eastern,Eastern,455094,megawatthours
1315,2021-08-31,NY,New York,D,Demand,Eastern,Eastern,508719,megawatthours
1316,2021-08-30,NY,New York,D,Demand,Eastern,Eastern,528948,megawatthours
1317,2021-08-29,NY,New York,D,Demand,Eastern,Eastern,444715,megawatthours
1318,2021-08-28,NY,New York,D,Demand,Eastern,Eastern,471359,megawatthours
1319,2021-08-27,NY,New York,D,Demand,Eastern,Eastern,583902,megawatthours
1320,2021-08-26,NY,New York,D,Demand,Eastern,Eastern,598650,megawatthours
1321,2021-08-25,NY,New York,D,Demand,Eastern,Eastern,565729,megawatthours
1322,2021-08-24,NY,New York,D,Demand,Eastern,Eastern,545593,megawatthours
1323,2021-08-23,NY,New York,D,Demand,Eastern,Eastern,514700,megawatthours
1324,2021-08-22,NY,New York,D,Demand,Eastern,Eastern,474030,megawatthours
1325,2021-08-21,NY,New York,D,Demand,Eastern,Eastern,500330,megawatthours
1326,2021-08-20,NY,New York,D,Demand,Eastern,Eastern,525709,megawatthours
1327,2021-08-19,NY,New York,D,Demand,Eastern,Eastern,543100,megawatthours
1328,2021-08-18,NY,New York,D,Demand,Eastern,Eastern,516433,megawatthours
1329,2021-08-17,NY,New York,D,Demand,Eastern,Eastern,494718,megawatthours
1330,2021-08-16,NY,New York,D,Demand,Eastern,Eastern,472967,megawatthours
1331,2021-08-15,NY,New York,D,Demand,Eastern,Eastern,440552,megawatthours
1332,2021-08-14,NY,New York,D,Demand,Eastern,Eastern,530336,megawatthours
1333,2021-08-13,NY,New York,D,Demand,Eastern,Eastern,600360,megawatthours
1334,2021-08-12,NY,New York,D,Demand,Eastern,Eastern,591527,megawatthours
1335,2021-08-11,NY,New York,D,Demand,Eastern,Eastern,576272,megawatthours
1336,2021-08-10,NY,New York,D,Demand,Eastern,Eastern,533246,megawatthours
1337,2021-08-09,NY,New York,D,Demand,Eastern,Eastern,506104,megawatthours
1338,2021-08-08,NY,New York,D,Demand,Eastern,Eastern,450707,megawatthours
1339,2021-08-07,NY,New York,D,Demand,Eastern,Eastern,480482,megawatthours
1340,2021-08-06,NY,New York,D,Demand,Eastern,Eastern,495648,megawatthours
1341,2021-08-05,NY,New York,D,Demand,Eastern,Eastern,453627,megawatthours
1342,2021-08-04,NY,New York,D,Demand,Eastern,Eastern,435027,megawatthours
1343,2021-08-03,NY,New York,D,Demand,Eastern,Eastern,428325,megawatthours
1344,2021-08-02,NY,New York,D,Demand,Eastern,Eastern,432120,megawatthours
1345,2021-08-01,NY,New York,D,Demand,Eastern,Eastern,393980,megawatthours
1346,2021-07-31,NY,New York,D,Demand,Eastern,Eastern,384501,megawatthours
1347,2021-07-30,NY,New York,D,Demand,Eastern,Eastern,455163,megawatthours
1348,2021-07-29,NY,New York,D,Demand,Eastern,Eastern,471653,megawatthours
1349,2021-07-28,NY,New York,D,Demand,Eastern,Eastern,490337,megawatthours
1350,2021-07-27,NY,New York,D,Demand,Eastern,Eastern,522558,megawatthours
1351,2021-07-26,NY,New York,D,Demand,Eastern,Eastern,532521,megawatthours
1352,2021-07-25,NY,New York,D,Demand,Eastern,Eastern,463355,megawatthours
1353,2021-07-24,NY,New York,D,Demand,Eastern,Eastern,436459,megawatthours
1354,2021-07-23,NY,New York,D,Demand,Eastern,Eastern,458287,megawatthours
1355,2021-07-22,NY,New York,D,Demand,Eastern,Eastern,459845,megawatthours
1356,2021-07-21,NY,New York,D,Demand,Eastern,Eastern,491012,megawatthours
1357,2021-07-20,NY,New York,D,Demand,Eastern,Eastern,525650,megawatthours
1358,2021-07-19,NY,New York,D,Demand,Eastern,Eastern,495959,megawatthours
1359,2021-07-18,NY,New York,D,Demand,Eastern,Eastern,474043,megawatthours
1360,2021-07-17,NY,New York,D,Demand,Eastern,Eastern,514869,megawatthours
1361,2021-07-16,NY,New York,D,Demand,Eastern,Eastern,570552,megawatthours
1362,2021-07-15,NY,New York,D,Demand,Eastern,Eastern,551789,megawatthours
1363,2021-07-14,NY,New York,D,Demand,Eastern,Eastern,516042,megawatthours
1364,2021-07-13,NY,New York,D,Demand,Eastern,Eastern,484708,megawatthours
1365,2021-07-12,NY,New York,D,Demand,Eastern,Eastern,496398,megawatthours
1366,2021-07-11,NY,New York,D,Demand,Eastern,Eastern,430384,megawatthours
1367,2021-07-10,NY,New York,D,Demand,Eastern,Eastern,448446,megawatthours
1368,2021-07-09,NY,New York,D,Demand,Eastern,Eastern,498113,megawatthours
1369,2021-07-08,NY,New York,D,Demand,Eastern,Eastern,515975,megawatthours
1370,2021-07-07,NY,New York,D,Demand,Eastern,Eastern,550353,megawatthours
1371,2021-07-06,NY,New York,D,Demand,Eastern,Eastern,538613,megawatthours
1372,2021-07-05,NY,New York,D,Demand,Eastern,Eastern,439509,megawatthours
1373,2021-07-04,NY,New York,D,Demand,Eastern,Eastern,372944,megawatthours
1374,2021-07-03,NY,New York,D,Demand,Eastern,Eastern,377791,megawatthours
1375,2021-07-02,NY,New York,D,Demand,Eastern,Eastern,465323,megawatthours
1376,2021-07-01,NY,New York,D,Demand,Eastern,Eastern,529786,megawatthours
1377,2021-06-30,NY,New York,D,Demand,Eastern,Eastern,614517,megawatthours
1378,2021-06-29,NY,New York,D,Demand,Eastern,Eastern,618929,megawatthours
1379,2021-06-28,NY,New York,D,Demand,Eastern,Eastern,594510,megawatthours
1380,2021-06-27,NY,New York,D,Demand,Eastern,Eastern,510104,megawatthours
1381,2021-06-26,NY,New York,D,Demand,Eastern,Eastern,464480,megawatthours
